,restaurant_id,user_id,is_positive
1497,5,1164,True
1498,5,1168,True
1500,5,1180,True
1501,5,1185,True
1505,5,1264,True
1508,5,1316,True
1510,5,1326,True
1512,5,1377,True
1520,5,1447,True
1521,5,1457,True
1529,5,1585,True
1531,5,1608,True
1533,5,1625,True
1534,5,1626,True
1538,5,1645,True
1539,5,1646,True
1542,5,1657,True
1546,5,1736,True
1549,5,1796,True
1550,5,1800,True
1553,5,1821,True
1555,5,1845,True
1559,5,1858,True
1560,5,1863,True
1562,5,1866,True
1563,5,1871,True
1566,5,1953,True
1567,5,1965,True
1571,5,1996,True
1573,5,2006,True
1574,5,2010,True
1577,5,2012,True
1581,5,2031,True
1583,5,2117,True
1586,5,2128,True
1589,5,2171,True
1592,5,2185,True
1593,5,2186,True
1594,5,2193,True
1596,5,2200,True
1597,5,2217,True
1599,5,2224,True
1600,5,2229,True
1603,5,2306,True
1604,5,2310,True
1607,5,2321,True
1609,5,2368,True
1611,5,2374,True
1613,5,2391,True
1617,5,2426,True
1619,5,2468,True
1623,5,2494,True
1624,5,2497,True
1627,5,2519,True
1628,5,2533,True
1630,5,2551,True
1632,5,2567,True
1634,5,2569,True
1635,5,2596,True
1638,5,2609,True
1640,5,2676,True
1642,5,2678,True
1644,5,2684,True
1646,5,2696,True
1647,5,2725,True
1650,5,2796,True
1651,5,2806,True
1653,5,2857,True
1655,5,2877,True
1657,5,2928,True
1659,5,2976,True
1660,5,3000,True
1662,5,3047,True
1665,5,3078,True
1668,5,3118,True
1669,5,3120,True
1671,5,3121,True
1672,5,3135,True
1673,5,3137,True
1674,5,3141,True
1676,5,3149,True
1678,5,3163,True
1679,5,3180,True
1680,5,3201,True
1684,5,3228,True
1686,5,3281,True
1689,5,3303,True
1690,5,3307,True
1692,5,3318,True
1694,5,3324,True
1696,5,3333,True
1698,5,3337,True
1699,5,3365,True
1703,5,3425,True
1704,5,3448,True
1706,5,3453,True
1709,5,3471,True
1710,5,3499,True
1712,5,3524,True
1714,5,3550,True
1716,5,3554,True
1718,5,3590,True
1722,5,3639,True
1724,5,3658,True
1725,5,3689,True
1730,5,3744,True
1732,5,3745,True
1735,5,3768,True
1737,5,3799,True
1740,5,3829,True
1742,5,3844,True
1744,5,3881,True
1747,5,3928,True
1753,5,4034,True
1754,5,4047,True
1755,5,4056,True
1758,5,4097,True
1761,5,4174,True
1763,5,4190,True
1764,5,4210,True
1768,5,4226,True
1769,5,4229,True
1770,5,4230,True
1772,5,4244,True
1773,5,4251,True
1775,5,4256,True
1776,5,4307,True
1780,5,4346,True
1784,5,4437,True
1787,5,4474,True
1789,5,4483,True
1790,5,4530,True
1791,5,4585,True
1793,5,4793,True
1794,5,4803,True
1795,5,4938,True
1797,5,4989,True
1800,5,4992,True
1801,5,5002,True
1804,5,5040,True
1805,5,5048,True
1810,5,5077,True
1811,5,5141,True
1813,5,5162,True
1817,5,5266,True
1820,5,5306,True
1823,5,5391,True
1826,5,5423,True
1827,5,5441,True
1828,5,5458,True
1831,5,5472,True
1833,5,5473,True
1836,5,5484,True
1837,5,5498,True
1839,5,5519,True
1847,5,5706,True
1849,5,5712,True
1852,5,5846,True
1853,5,5876,True
1856,5,5896,True
1858,5,5899,True
1861,5,5942,True
1863,5,5959,True
1866,5,6016,True
1868,5,6112,True
1870,5,6187,True
1872,5,6232,True
1873,5,6254,True
1874,5,6277,True
1876,5,6450,True
1878,5,6461,True
1880,5,6477,True
1882,5,6548,True
1885,5,6650,True
1886,5,6667,True
1889,5,6692,True
1890,5,6699,True
1892,5,6703,True
1893,5,6704,True
1894,5,6733,True
1896,5,6806,True
1900,5,6850,True
1901,5,6907,True
1902,5,6911,True
1903,5,6967,True
1904,5,6980,True
1906,5,7027,True
1907,5,7060,True
1911,5,7119,True
1914,5,7263,True
1916,5,7264,True
1919,5,7416,True
1924,6,11,True
1926,6,37,True
1928,6,43,True
1933,6,375,True
1934,6,457,True
1936,6,483,True
1937,6,535,True
1938,6,566,True
1941,6,645,True
1943,6,711,True
1944,6,725,True
1947,6,1024,True
1948,6,1042,True
1950,6,1105,True
1952,6,1327,True
1953,6,1695,True
1955,6,1738,True
1956,6,1749,True
1959,6,2098,True
1960,6,2445,True
1963,6,3124,True
1965,6,3281,True
1967,6,3337,True
1971,6,4159,True
1973,6,4322,True
1975,6,4429,True
1977,6,4452,True
1981,6,5880,True
1983,6,5909,True
1984,6,6025,True
1985,6,6254,True
1986,6,6556,True
1987,6,6733,True
1991,7,13,True
1994,7,23,True
1996,7,30,True
2000,7,62,True
2001,7,70,True
2003,7,113,True
2005,7,132,True
2007,7,139,True
2009,7,143,True
2010,7,147,True
2011,7,152,True
2015,7,166,True
2016,7,175,True
2021,7,252,True
2022,7,254,True
2025,7,338,True
2029,7,435,True
2031,7,442,True
2034,7,457,True
2036,7,470,True
2038,7,478,True
2040,7,489,True
2041,7,494,True
2043,7,533,True
2045,7,546,True
2046,7,559,True
2049,7,577,True
2051,7,586,True
2052,7,589,True
2053,7,602,True
2055,7,636,True
2057,7,646,True
2060,7,655,True
2065,7,704,True
2072,7,896,True
2073,7,905,True
2075,7,908,True
2076,7,915,True
2084,7,954,True
2085,7,956,True
2087,7,999,True
2088,7,1001,True
2089,7,1003,True
2090,7,1019,True
2093,7,1047,True
2096,7,1049,True
2099,7,1069,True
2100,7,1072,True
2101,7,1089,True
2102,7,1105,True
2103,7,1141,True
2105,7,1157,True
2107,7,1170,True
2108,7,1171,True
2110,7,1179,True
2111,7,1181,True
2112,7,1183,True
2114,7,1184,True
2115,7,1190,True
2117,7,1224,True
2118,7,1226,True
2120,7,1229,True
2123,7,1298,True
2125,7,1305,True
2128,7,1316,True
2131,7,1543,True
2132,7,1617,True
2134,7,1699,True
2136,7,1761,True
2137,7,1796,True
2138,7,1821,True
2139,7,1845,True
2141,7,1855,True
2142,7,1858,True
2143,7,1859,True
2144,7,1864,True
2146,7,1868,True
2147,7,1870,True
2151,7,1953,True
2153,7,2125,True
2154,7,2156,True
2156,7,2157,True
2158,7,2169,True
2160,7,2186,True
2161,7,2193,True
2165,7,2368,True
2166,7,2374,True
2167,7,2377,True
2169,7,2386,True
2171,7,2391,True
2172,7,2395,True
2175,7,2438,True
2177,7,2441,True
2182,7,2481,True
2184,7,2491,True
2185,7,2502,True
2186,7,2519,True
2189,7,2585,True
2190,7,2622,True
2192,7,2628,True
2194,7,2649,True
2195,7,2666,True
2197,7,2721,True
2199,7,2751,True
2201,7,2768,True
2202,7,2786,True
2203,7,2796,True
2204,7,2802,True
2207,7,2808,True
2208,7,2809,True
2211,7,2844,True
2213,7,2864,True
2214,7,2875,True
2215,7,2895,True
2217,7,2907,True
2218,7,2909,True
2221,7,2926,True
2222,7,2940,True
2225,7,2966,True
2226,7,2970,True
2227,7,3013,True
2228,7,3021,True
2230,7,3025,True
2232,7,3032,True
2235,7,3118,True
2236,7,3120,True
2238,7,3121,True
2239,7,3123,True
2240,7,3132,True
2242,7,3138,True
2243,7,3145,True
2244,7,3163,True
2245,7,3180,True
2248,7,3187,True
2249,7,3211,True
2251,7,3220,True
2253,7,3228,True
2254,7,3281,True
2255,7,3299,True
2257,7,3303,True
2258,7,3337,True
2260,7,3340,True
2261,7,3351,True
2262,7,3365,True
2265,7,3370,True
2267,7,3379,True
2268,7,3386,True
2271,7,3410,True
2272,7,3421,True
2276,7,3485,True
2277,7,3524,True
2278,7,3533,True
2281,7,3565,True
2282,7,3573,True
2284,7,3590,True
2286,7,3632,True
2288,7,3658,True
2289,7,3681,True
2290,7,3689,True
2292,7,3691,True
2294,7,3716,True
2296,7,3745,True
2301,7,3776,True
2302,7,3785,True
2304,7,3790,True
2305,7,3791,True
2307,7,3814,True
2308,7,3818,True
2310,7,3827,True
2312,7,3856,True
2316,7,3906,True
2319,7,3950,True
2323,7,3965,True
2325,7,4028,True
2327,7,4029,True
2328,7,4043,True
2329,7,4047,True
2331,7,4193,True
2332,7,4215,True
2335,7,4230,True
2336,7,4249,True
2338,7,4308,True
2342,7,4325,True
2344,7,4432,True
2346,7,4452,True
2347,7,4492,True
2349,7,4530,True
2350,7,4577,True
2352,7,4639,True
2353,7,4657,True
2357,7,4734,True
2359,7,4769,True
2360,7,4872,True
2361,7,4893,True
2366,7,4989,True
2369,7,4992,True
2370,7,5002,True
2373,7,5019,True
2374,7,5026,True
2378,7,5077,True
2381,7,5162,True
2382,7,5191,True
2386,7,5266,True
2388,7,5311,True
2389,7,5330,True
2391,7,5356,True
2394,7,5389,True
2395,7,5391,True
2398,7,5458,True
2401,7,5472,True
2403,7,5486,True
2404,7,5498,True
2408,7,5525,True
2409,7,5526,True
2410,7,5530,True
2413,7,5599,True
2414,7,5613,True
2416,7,5627,True
2419,7,5685,True
2420,7,5697,True
2422,7,5699,True
2424,7,5765,True
2427,7,5816,True
2430,7,5893,True
2431,7,5896,True
2432,7,5935,True
2435,7,5959,True
2438,7,6177,True
2439,7,6247,True
2440,7,6248,True
2441,7,6277,True
2442,7,6545,True
2446,7,6560,True
2447,7,6606,True
2450,7,6641,True
2451,7,6646,True
2452,7,6667,True
2454,7,6671,True
2455,7,6678,True
2456,7,6680,True
2457,7,6703,True
2460,7,6758,True
2462,7,6865,True
2463,7,6901,True
2464,7,6907,True
2465,7,6911,True
2467,7,6930,True
2468,7,6980,True
2470,7,7003,True
2471,7,7017,True
2473,7,7027,True
2474,7,7060,True
2476,7,7120,True
2477,7,7228,True
2479,7,7263,True
2482,7,7273,True
2483,7,7292,True
2486,7,7333,True
2490,7,7364,True
2495,8,14,True
2497,8,38,True
2499,8,43,True
2504,8,61,True
2507,8,104,True
2514,8,143,True
2515,8,152,True
2518,8,179,True
2520,8,184,True
2521,8,186,True
2526,8,278,True
2532,8,428,True
2534,8,436,True
2535,8,442,True
2537,8,466,True
2539,8,475,True
2541,8,483,True
2542,8,491,True
2544,8,493,True
2548,8,589,True
2551,8,605,True
2556,8,667,True
2559,8,694,True
2560,8,696,True
2564,8,757,True
2565,8,780,True
2567,8,785,True
2568,8,787,True
2571,8,792,True
2572,8,804,True
2578,8,857,True
2584,8,994,True
2587,8,1041,True
2591,8,1069,True
2593,8,1072,True
2598,8,1169,True
2605,8,1227,True
2606,8,1242,True
2611,8,1307,True
2618,8,1426,True
2627,8,1495,True
2630,8,1585,True
2631,8,1588,True
2633,8,1591,True
2635,8,1617,True
2637,8,1628,True
2640,8,1649,True
2643,8,1720,True
2646,8,1738,True
2648,8,1761,True
2649,8,1774,True
2650,8,1796,True
2655,8,1855,True
2656,8,1856,True
2657,8,1953,True
2664,8,2034,True
2666,8,2117,True
2667,8,2122,True
2670,8,2186,True
2673,8,2229,True
2675,8,2291,True
2676,8,2301,True
2680,8,2365,True
2681,8,2379,True
2688,8,2446,True
2690,8,2464,True
2695,8,2519,True
2699,8,2643,True
2703,8,2877,True
2705,8,2917,True
2707,8,2926,True
2709,8,2945,True
2710,8,2963,True
2712,8,3025,True
2714,8,3032,True
2715,8,3108,True
2717,8,3118,True
2718,8,3120,True
2720,8,3121,True
2722,8,3163,True
2726,8,3257,True
2729,8,3280,True
2730,8,3303,True
2732,8,3324,True
2734,8,3360,True
2736,8,3365,True
2743,8,3658,True
2746,8,3689,True
2751,8,3950,True
2753,8,3973,True
2759,8,4229,True
2761,8,4251,True
2763,8,4321,True
2765,8,4334,True
2768,8,4380,True
2771,8,4452,True
2776,8,4686,True
2781,8,4977,True
2792,8,5347,True
2799,8,5482,True
2804,8,5516,True
2806,8,5625,True
2808,8,5671,True
2814,8,6232,True
2816,8,6248,True
2817,8,6254,True
2818,8,6255,True
2819,8,6277,True
2824,8,6640,True
2826,8,6667,True
2827,8,6733,True
2833,8,7027,True
2834,8,7038,True
2835,8,7060,True
2841,8,7444,True
2845,9,7,True
2848,9,13,True
2850,9,30,True
2852,9,43,True
2856,9,62,True
2865,9,125,True
2867,9,139,True
2868,9,143,True
2869,9,147,True
2870,9,152,True
2873,9,185,True
2874,9,187,True
2876,9,254,True
2878,9,270,True
2879,9,273,True
2882,9,277,True
2883,9,295,True
2885,9,312,True
2889,9,389,True
2890,9,391,True
2891,9,413,True
2892,9,423,True
2894,9,428,True
2895,9,435,True
2897,9,442,True
2903,9,499,True
2909,9,586,True
2911,9,589,True
2916,9,635,True
2918,9,636,True
2921,9,644,True
2922,9,647,True
2926,9,667,True
2929,9,688,True
2931,9,710,True
2933,9,747,True
2934,9,757,True
2938,9,785,True
2939,9,787,True
2941,9,804,True
2942,9,811,True
2945,9,819,True
2948,9,857,True
2950,9,873,True
2953,9,889,True
2954,9,890,True
2958,9,953,True
2962,9,956,True
2963,9,963,True
2965,9,994,True
2966,9,1003,True
2968,9,1007,True
2971,9,1024,True
2974,9,1042,True
2976,9,1045,True
2978,9,1047,True
2979,9,1048,True
2984,9,1105,True
2986,9,1129,True
2987,9,1160,True
2990,9,1180,True
2993,9,1197,True
2999,9,1255,True
3002,9,1275,True
3003,9,1305,True
3007,9,1313,True
3009,9,1314,True
3010,9,1318,True
3012,9,1327,True
3015,9,1393,True
3018,9,1428,True
3020,9,1447,True
3021,9,1457,True
3025,9,1475,True
3026,9,1495,True
3028,9,1496,True
3030,9,1500,True
3031,9,1509,True
3036,9,1529,True
3039,9,1593,True
3042,9,1607,True
3044,9,1614,True
3045,9,1634,True
3047,9,1635,True
3052,9,1720,True
3053,9,1738,True
3055,9,1751,True
3056,9,1768,True
3058,9,1792,True
3059,9,1796,True
3061,9,1799,True
3062,9,1864,True
3065,9,1873,True
3066,9,1926,True
3067,9,1927,True
3071,9,1953,True
3072,9,1990,True
3073,9,2010,True
3075,9,2026,True
3077,9,2029,True
3079,9,2031,True
3081,9,2032,True
3083,9,2033,True
3084,9,2039,True
3086,9,2071,True
3088,9,2108,True
3090,9,2122,True
3092,9,2158,True
3094,9,2171,True
3095,9,2186,True
3096,9,2193,True
3097,9,2220,True
3098,9,2229,True
3100,9,2230,True
3102,9,2294,True
3105,9,2303,True
3106,9,2315,True
3108,9,2361,True
3110,9,2365,True
3112,9,2373,True
3113,9,2386,True
3115,9,2388,True
3120,9,2519,True
3123,9,2557,True
3125,9,2585,True
3127,9,2627,True
3128,9,2660,True
3134,9,2761,True
3136,9,2768,True
3138,9,2822,True
3140,9,2826,True
3142,9,2875,True
3144,9,2916,True
3146,9,2926,True
3148,9,2963,True
3150,9,3025,True
3152,9,3030,True
3155,9,3110,True
3158,9,3117,True
3159,9,3118,True
3160,9,3120,True
3164,9,3137,True
3166,9,3141,True
3167,9,3163,True
3172,9,3220,True
3174,9,3228,True
3175,9,3236,True
3176,9,3250,True
3178,9,3299,True
3180,9,3307,True
3183,9,3324,True
3186,9,3327,True
3187,9,3337,True
3188,9,3351,True
3193,9,3454,True
3194,9,3476,True
3196,9,3520,True
3198,9,3550,True
3199,9,3565,True
3201,9,3658,True
3207,9,3818,True
3209,9,3870,True
3212,9,3894,True
3213,9,3950,True
3216,9,4028,True
3218,9,4029,True
3222,9,4083,True
3223,9,4159,True
3226,9,4190,True
3228,9,4197,True
3229,9,4210,True
3231,9,4215,True
3233,9,4229,True
3234,9,4251,True
3236,9,4265,True
3239,9,4328,True
3240,9,4338,True
3243,9,4346,True
3246,9,4472,True
3248,9,4474,True
3250,9,4492,True
3251,9,4530,True
3253,9,4630,True
3255,9,4671,True
3258,9,4938,True
3260,9,4952,True
3261,9,5002,True
3270,9,5071,True
3271,9,5077,True
3273,9,5162,True
3276,9,5191,True
3278,9,5206,True
3281,9,5263,True
3282,9,5266,True
3284,9,5330,True
3288,9,5393,True
3289,9,5401,True
3292,9,5437,True
3297,9,5481,True
3299,9,5486,True
3304,9,5547,True
3306,9,5572,True
3309,9,5625,True
3313,9,5685,True
3315,9,5699,True
3318,9,5765,True
3321,9,5871,True
3324,9,5959,True
3328,9,6195,True
3330,9,6206,True
3331,9,6254,True
3333,9,6255,True
3334,9,6477,True
3337,9,6519,True
3341,9,6551,True
3345,9,6667,True
3346,9,6678,True
3347,9,6692,True
3349,9,6695,True
3351,9,6703,True
3352,9,6732,True
3356,9,6776,True
3357,9,6811,True
3360,9,6881,True
3361,9,6900,True
3363,9,6950,True
3366,9,6969,True
3367,9,6980,True
3371,9,7027,True
3372,9,7035,True
3374,9,7060,True
3375,9,7093,True
3377,9,7171,True
3378,9,7188,True
3379,9,7190,True
3382,9,7251,True
3385,9,7304,True
3386,9,7367,True
3390,9,7444,True
3394,10,3,True
3396,10,4,True
3397,10,13,True
3398,10,14,True
3402,10,21,True
3403,10,30,True
3405,10,43,True
3407,10,50,True
3411,10,62,True
3414,10,65,True
3415,10,68,True
3417,10,80,True
3419,10,83,True
3421,10,88,True
3423,10,101,True
3428,10,113,True
